quoteText,bookTitle,bookAuthor
"Hiring executives|Traits to look for in executives|First-time founders or CEOs typically find it hard to hire the first executives to join the team. As a founder, often without deep work experience, you have pulled off the impossible and created a product or service lots of people want to use or pay for. And you did so without any fancy executive-type people from Google or Facebook, with their expensive paychecks and reliance on process.
At some point, however, you will notice that lots of things start to break down. Communication within the company gets gummed up. Various product teams start to lose coordination. You don't have time to get every important thing done in the day, and indeed you start to run out of time to think. Your hiring process falls apart, and it takes weeks for you to follow up with candidates. Your sales pipeline is largely dependent on you and a handful of inexperienced individual contributors--and suddenly follow-through crashes to a halt. You may try to promote existing employees (who also have no prior experience) to run various areas, and in most cases this fails or does not really help anything.
Suddenly you realize that you really need someone with more experience on your team.
Hiring executives for the first time can be quite tricky for a founder. However, once you hire your first seasoned exec who works out, you will be grateful for her presence. All sorts of things will magically just get done. People will get hired, deals will get closed, process will tighten up. It can be a wondrous experience. You will kick yourself for not hiring an experienced, high-capacity executive sooner.
""Once you hire your first seasoned exec who works out, you will be grateful for her presence. All sorts of things will magically get done. People will get hired, deals will get closed, process will tighten up. It can be a wondrous experience.""
- Elad Gil
Unfortunately, things could also go badly. The executive is a bad culture fit, or is too senior for the role and spins his wheels. Time is wasted and progress lost on a poor fit--or even worse, some of the best people on your team quit when managed by someone who's not working out.
Finding a great executive for your company can be challenging, but it's well worth the effort. And there are some steps you can take to maximize your chances of success:",High Growth Handbook,Elad Gil
"Hiring executives|Traits to look for in executives|If you have a 10-person engineering team, and in 12 months it will grow to 30 people, you do not need to hire an SVP from Salesforce whose job is to manage a 1,500-person team. This person will get bored with the small job offered to her and may simply spin her wheels. She is too senior for the role.
When hiring executives, look for people who have the experience and background that would make them a good fit or hire for the next 12-18 months. Anything shorter than that and they will not be able to scale sufficiently far relative to the time it takes to hire them. Anything longer and you will over-hire and end up with someone who is a bad fit for the job. Whatever the role, there are a few key skills and traits that you want your executives to bring to the table:
1. Functional area expertise.
2. Ability to build and manage a team in those functional areas.
3. Collegiality.
4. Strong communication skills.
5. Owner mentality.
6. Smarts and strategic thinking skills.",High Growth Handbook,Elad Gil
"Hiring executives|Define the role & meet with people who do it well|Most of the time, a founder will have no idea what to look for when hiring someone to run a particular company function. What does a CFO, general counsel, or even VP of sales really do day-to-day? How can you spot someone who is exceptional at each role? What characteristics should one type of VP have versus another? For example, how does a VP of engineering differ from a VP of sales, or even a CFO?
If you want to learn more about what a great CFO or VP of engineering does, your best bet is to reach out to people who are great at these roles and ask them for advice. Your investors or mentors may be able to suggest which companies have the best people for each function. For example, if you are hiring a CFO, go and meet three or four great CFOs at companies a few years ahead of yours or larger public companies known for excellence like Google or Netflix. What would they hire for in a CFO? What traits would they look for? What interview questions, work projects, tests, reference-checking questions, or other approaches would they take to vet a candidate in this area? For your company size and 18-month growth road map, what should you look for?
In order to get in touch with great leaders in finance, sales, engineering, and more, ask your investors or advisors for introductions. Or, you can ask the founders of other companies that are a few years ahead of you to introduce you to their CFOs or VPs of product for advice and perhaps candidate suggestions.
Once you have figured out what you want in the role, write it down and share it with the team that will be interviewing candidates for that executive hire. You want everyone to have a common view of what to look for, as well as what to select against. You can also use this as an opportunity to reemphasize the cultural characteristics the candidate must embody. Clearly establishing what you are hiring for will make a huge difference as you collect your team's feedback and discuss candidates. It will also prevent poor hiring (or, alternatively, rejection of a great candidate) due to a lack of common understanding of what you are looking for.",High Growth Handbook,Elad Gil
"Do you need a COO?|Why a COO?|Ten years ago, if you were the founder of a high-growth company it was reasonably likely that your investors would want to bring in ""adult supervision"" as CEO to run your company. This has shifted, in recent years, to a slate of COO hires, following the example set by Facebook with the successful run of Sheryl Sandberg. It is now much more likely for a breakout high-growth company to hire a COO to support the company founders, rather than a CEO to replace them. 1
Box, Facebook, Stripe, Square, Twitter, and Yelp are all companies that chose at one time or another to hire a COO as a complement to the founders, rather than replace the CEO with a ""gray-haired professional operator."" 2",High Growth Handbook,Elad Gil
"Do you need a COO?|Why a COO?|Hiring a COO is not about adding a title to your org chart, but rather finding the background and experience you are looking for. Optimally, you want someone who will come in to complement, operationalize, and execute your vision as a founder. Many technical or product-focused founders want to (and should) remain focused on the product and overall market strategy. In parallel, the COO would build out and manage areas that the founders lack interest or experience in, or simply don't have the bandwidth to oversee.
""You want someone who will come in to complement, operationalize, and execute your vision as a founder.""
- Elad Gil
The responsibilities of a COO, for example, might include:
1. Adding executive bandwidth. The COO can serve as a business partner for technical or product-focused founders.
2. Scaling the company. High-growth companies have special needs around scaling and implementing simple processes (e.g., recruiting infrastructure, corporate governance, etc.).
3. Building out the executive team and organizational scaffold. COOs are often responsible for executives and teams in areas founders don't understand well (e.g., finance, accounting, and sales). They can help in screening and hiring executives for product, engineering, and marketing as well.
4. Taking on the areas founders don't have time for, are poorly suited for, or don't want to focus on. Typically, a COO takes on responsibility for ongoing management of the ""business side"" (corporate development/M&A, business development, sales, HR, recruiting, etc.), while the founders continue to focus on product, design, and engineering (e.g., Mark Zuckerberg's focus on product at Facebook). There are some counterexamples of this too where the CEO wants to be sales focused and hires in a product-centric COO.
5. Shaping the culture for the next phase of the company's life. Sheryl Sandberg has impacted how Facebook is run across the entire organization by, for example, bringing a culture of people development and managerial excellence.",High Growth Handbook,Elad Gil
"How to hire great business development people|Great business development people|Great business development (BD) people are hard to find. You may meet a smart, charismatic, articulate BD person who can't get anything done. Or a highly networked deal person who leaks value when he misses all the details of a deal and structures terrible terms. It can be hard to differentiate between what deals people actually accomplish versus what they take credit for in terms of a product's success.
So what should you look for in a BD person?",High Growth Handbook,Elad Gil
"How to hire great business development people|Great business development people|Smart people with lots of raw horsepower. Smart, creative, and think well on their feet.
Articulate/good communicators. Need to communicate well with both internal teams (engineers, PMs, lawyers, execs) as well as the customer or partner (which may include their legal, engineering, and deal people).
Creative/fearless in deal terms. Push the envelope on what is possible and are willing to make a crazy ask of the partner or client. You never know what someone will give away until you ask.
Able to get shit done. Have a history of closing multiple complex deals with creative or aggressive terms. One person who worked for me at Twitter closed three or four partnerships while he was a part-time intern working remotely during his school year.
Structured/can run a deal process. Structure is underrated in deal people. You want someone great at shepherding all internal and external stakeholders through the various phases of a deal (ideation, pitching, negotiating, structuring, closing, implementing).1You want these people mining a list of prospects, aggressively framing a negotiation, and setting up internal prep meetings before calling external parties. Unstructured deal people create churn internally due to a lack of consensus on external gives or lack of planning for a negotiation.
Detail-oriented. Reid Hoffman once told me he expected his deal people to read every word of every contract, including all the legal language. This allows them to catch all sorts of gotchas that are otherwise buried in unexpected ways and to think through the implications of what the contract says.
Part lawyer. Able to pick up and grok key legal nuances, even without an overt legal background.
Good culture fit/put the company first. You want your businesspeople, like all your employees, to put the company first. There are all sorts of ways businesspeople may benefit themselves rather than the company (more on this below).
Able to work well with others across the organization.
Pragmatic and keep big picture in mind. Figure out what is important, optimize for it (80:20 rule), and get the deal done. Don't optimize for little things that don't matter, except as a negotiation tactic. Similarly, some deals should not get done. Great deal people will take a step back and decide whether to walk away, and they won't try to force a deal to happen if it shouldn't. Some of the best ""deals"" are the ones that don't happen.
Able to understand partner and market needs. Understand what partners really want (versus what they claim they want), as well as trends in the marketplace that may impact both their company's and as well as the partner's leverage and needs.
Tenacious. Deals can take a long time and a lot of back and forth. Bad deal people give up toward the very end to ""just close the deal"" and may leak enormous amounts of value that they didn't need to give up.
Relentless. Sometimes you need to keep knocking at a door over and over until someone finally answers.
Moral compass. Like all employees, you want people who will do the right thing even if it uncomfortable or against their self-interest to do so.",High Growth Handbook,Elad Gil
"How to hire great business development people|Bad business development people|Bad business development people may exhibit the following:
Great at selling, bad on follow-through. Some BD people are charming, fun to talk to, and really smart. Unfortunately, they have terrible follow-through and can't seem to get anything closed. They may be full of empty excuses for why they had to give on a major term that is important to your company. The only way to screen these people out is reference checks, as they are great at selling, poor on substance. Raw charisma is drastically overrated by technical founders. Don't be fooled just because someone is friendly and charming.
Disorganized/unstructured. Fly by the seat of their pants, don't send follow-ups, or communicate poorly internally. Needless meetings or internal churn often result.
Leak value. Often overthink what is ""fair"" for the other side. Make too many assumptions about what is important to the other side and just give a lot of terms away. Or, they just want to close the deal at all costs versus thinking through what is actually good for the company they work for.
Don't think like an owner. Bad deal people don't think like business owners. They treat the company's money or resources as not a big deal to use and will give away extra value in a negotiation because ""it doesn't matter,"" ""it's within 20%,"" or the like.
Don't think the details matter. See above.
Outsource too much. Bad deal people become too dependent on other company functions--for example, not understanding a legal term that comes up over and over because ""that's Legal's problem."" Sometimes terms important to the business are buried or hidden as legalese or ""technical specs."" A great deal person will ferret these out.
Optimize for themselves and their network versus the company. As gatekeepers to external parties, some business development people may use this point of leverage to benefit themselves. They may build relationships at the expense of the company by being too easy on a deal so that the partner likes them. Or they may constantly network at external boondoggles and on panels to build their own reputations, rather than working. 2
Display a cowboy mentality. Some deal people go off and strike a deal, or mention terms to an external party that you can't back away from, without any internal discussion or approval. They may act defensive when questioned about this and feel they are ""getting it done.""
Are emotional. Deals have a lot of ups and downs--you need an even keel.
Spin things internally. Deal people need to be able to ""turn it off"" when it comes to selling something internally to their boss, peers, or executive team. You need to hire people who won't BS or spin internally, even if it is sometimes their job to do it externally.",High Growth Handbook,Elad Gil
"How to hire great business development people|How to screen for a great business development person|History of deals. What deals have they themselves negotiated? How complex were the terms? What is an ask they received that no one else at the company believed they would get? What is a clever deal hack they pulled off? What impact did the deal actually have on the company?
References. Deal people often have lots of friends, as their job is outwardly focused and they can be charismatic. They may give you a long list of meaningless references (e.g., friends at their current company, who actually don't know much about their work but think they are a ""great person""). Get references from people who worked with them directly on deals. Back channel more information on them. Ask about the specific deals they worked on, how relentless and creative they were, and the tangible impact their deals had on the company. Did the terms end up working out or backfiring? Were there edge cases they did not think about that came back to bite? Did they champion a radical position that paid off big?
Follow-through. How is their follow-through during the interview process? How structured are they? What approach do they take in negotiating compensation?
Culture. What are they optimizing for? Title? Equity? Future growth? Something else? How do they fit in your culture? Businesspeople will be different from technical or product people in a number of ways, but they should still hold to your core cultural values.",High Growth Handbook,Elad Gil
"Organizational growth is all about pragmatism|If you are growing fast, you have a different company every 6-12 months|First-time CEOs and entrepreneurs often call me to discuss how to structure their organizations. Common questions include: Should I hire a COO or not? Who should the VP marketing report to? How should I split up product and engineering? Should our international arm build out its own functions or be matrixed with U.S. headquarters?
There is often fear in the mind of the entrepreneur that there is a ""right"" answer to how to structure an organization--and that if she screws it up by doing the ""wrong"" thing, the implications could be disastrous. This is an incorrect perspective. Most of the time there is no ""right"" answer and org structure is really an exercise in pragmatism. That is, what is the right structure given the talent available to your company, the set of initiatives you need to pursue, and your company's 12- to 18-month time horizon?
Here are a few key takeaways and things to keep in mind about org structure:",High Growth Handbook,Elad Gil
"Organizational growth is all about pragmatism|If you are growing fast, you have a different company every 6-12 months|When I joined Google, it grew from around 1,500 to 15,000 people in three-and-a-half years. After my startup was acquired by Twitter, Twitter grew from about 90 to 1,500 people in less than three years. A company that grows that rapidly is literally a different company every six months. This means that every 6-12 months the company's org structure may change.
When choosing an organizational structure for your high-growth startup, focus on the next 6-12 months. Don't try to find the ""long-term"" solution, as in the long term your company will be completely different and have radically different needs. Eventually, your executive team will start to stabilize but the teams under them will have more frequent re-orgs as each organization ramps in size.
""Eventually, your executive team will start to stabilize but the teams under them will have more frequent re-orgs as each organization ramps in size.""
- Elad Gil",High Growth Handbook,Elad Gil
"Organizational growth is all about pragmatism|There is no right answer|Often there is no one answer to how to structure your organization. Rather, it is a series of trade-offs. Two different structures may be equally ""good"" and ""bad."" Don't sweat it too much--ultimately if you make a mistake, it will be painful but you can undo it.
Communicate to the team that as your company grows quickly, things will shift around. Make it clear that it is normal for that to happen--it's a sign of your success-- and that other companies that grow fast do the same thing.",High Growth Handbook,Elad Gil
"Organizational growth is all about pragmatism|Sometimes bandwidth matters more than perfect fit|Executive bandwidth may be more important than a traditional reporting chain. For example, Alex Macgillivray, the talented former general counsel at Twitter, had user support, trust and safety, corporate development/M&A, and other areas reporting to him at various times, in addition to legal. Many of these departments normally would not report to a GC, but Alex was talented enough to take on more in the absence of other executives with bandwidth to own these areas. As new executives were hired or promoted, things then transferred over to them from Alex.
As CEO, you should look at your team and allocate functional areas based in part on who has the time and skill set to focus on and make that area succeed. This does not mean the chosen executive needs to manage that area forever. Remember, nothing needs to be permanent. There are also some cases that don't make sense from a tie-breaking or skill set perspective--e.g., your VP engineering should probably not run sales in addition to engineering. However, if needed, your VP engineering could potentially manage the design or product teams in the short term or, if it makes sense to do so, even longer term.",High Growth Handbook,Elad Gil
"Organizational growth is all about pragmatism|Org structure is often about tie-breaking|Reporting chains are ultimately about decision-making. For example, there is a natural tension between engineering and product management, so where do you want most decisions to be taken if the two groups disagree? The person who both functions report to ultimately functions as the tie-breaker between the orgs. This is a good heuristic to keep in mind when thinking about org structure.",High Growth Handbook,Elad Gil
"Doing a re-organization|Re-orgs at the company level and the functional level|When your company is in hypergrowth, you will be doubling the team every 6-12 months on average. At that pace you could go from 20 to ~300 people in two years and to 500 or 1,000 people in four years. You will be adding new functions rapidly (finance, HR, legal), potentially expanding internationally, while product road maps will expand and new areas will be launched or acquired into the company.
You will effectively be working at or running a different company every 6-12 months, with most of the people at the company having joined in the last 12 months. When I was at Google, it more or less 10X-ed from 1,500 or 2,000 people when I joined to >15,000 people when I left 3.5 years later. My startup was acquired when Twitter was ~90 people, and I left a full-time role with Twitter at over 1,000 employees. 90% of the people at Twitter had not been with the company just 2.5 years earlier.
As the company scales and increases in complexity you will also need to change the organizational structure of the company to reflect new executives, new functions, more employees, and changing alignment against your market and product. In other words, re-orgs will occur at the company frequently.
Early on many of the re-orgs will be at the executive level and then cascade down. As you add more functional areas, there will be finer division of executive roles. If you add a CMO or other CX-level person then some of the executive roles may consolidate under that individual.",High Growth Handbook,Elad Gil
"Doing a re-organization|Re-orgs at the company level and the functional level|Early on, you may re-org the entire company frequently. But once you hit 500 to 1,000 people, you should expect fewer company-level re-orgs and many more interfunctional re-orgs. For example, a change within the structure of the sales team, versus changes across all teams simultaneously. Some teams such as sales are more likely to re-org frequently at that point as they scale, while others like product and engineering tend to be more stable. Part of this has to do with where head count grows and needs change most rapidly in a company as it switches from being solely product-centric, to focusing more on go-to-market. The biggest cross-company re-orgs later as the company scales will occur when changing product/engineering/go-to-market simultaneously, adding new product areas or acquisitions, if a company flips from a matrix to business unit-like organization, or flips between centralized and decentralized internationalization.
Early on, you as CEO will need to be adept at re-orgs. Later, as re-orgs shift more frequently to functional organization, you will need to make sure your leadership team knows how to approach them. Most companies and new managers screw up their first re-org or two, causing unnecessary pain in the organization. Below is a simple guide to re-orgs.",High Growth Handbook,Elad Gil
"Company culture and its evolution|Never, ever compromise: Hiring for culture|As your company scales, your culture will change with it. You will be hiring a broader set of functions, bona fide executives who can function at scale, and probably people with less risk tolerance and more process tolerance. At the same time your company will grow ten- to a hundred-fold in size which means communications, processes, and adherence to various internal controls for an IPO or other reasons will need to increase. It is inevitable your culture will change alongside everything else.
As the founder or CEO you will be responsible for determining which parts of the culture you need to keep, what to morph, and what to drop altogether. You will need to communicate to veteran employees that these cultural changes are needed just as you need to keep iterating on your products and team. Your biggest levers for shaping culture have to do with who you hire, the behaviors you emphasize and reward, and the people you let go.",High Growth Handbook,Elad Gil
"Company culture and its evolution|Never, ever compromise: Hiring for culture|While your company should be focused on diversity of background, ethnicity, gender, class, and other attributes in employees, it should also look for cohesion in purpose, intent, and baseline culture. Your culture acts as an unwritten set of rules and values that drive behavior and cohesion across the company. Your company culture is the foundation on which everything you do rests.
Cohesive cultures are more resilient and can withstand shocks (fierce competition in the market, bad press cycles, a product failure, or other issues). They can also be extremely motivational and draw out the best in people (e.g., engineers at Palantir who used to sleep under their desks in the belief that they were helping national security, or the emergence of Google's ""don't be evil"" doctrine).",High Growth Handbook,Elad Gil
"Company culture and its evolution|Bad culture leads to pain|Most companies do a poor job of pursuing a common culture or are willing to sacrifice it when they hire in order to ""get someone effective"" or ""fill a need."" This typically backfires in a big way over the short- to medium term. Every single founder I know who has compromised on culture when hiring has regretted it due to the disruptions it has caused their company: having to fire bad actors, creating a crappy work environment, good people quitting, trust eroding between coworkers, product moving in the wrong direction, misaligned incentives emerging in the organization, etc.
""Every single founder I know who has compromised on culture when hiring has regretted it due to the disruptions it has caused their company.""
- Elad Gil",High Growth Handbook,Elad Gil
"Marketing, PR, communications, growth and your brand|Growth marketing|High-growth companies' perception of marketing and public relations has shifted over the last 20 years. Product management used to be considered a subset of marketing at many companies in the 1980s and 1990s, while growth marketing did not exist. Public relations used to be about writing press releases.
Things have changed, but the one thing that hasn't: all marketing and PR efforts ultimately contribute to building the company's brand, public perception, and customer acquisition.
Below is a breakdown of various marketing and public relations functions. In general, you need to hire different employees for each function if you are to fully engage in the area.",High Growth Handbook,Elad Gil
"Marketing, PR, communications, growth and your brand|Growth marketing|Growth marketing is analytically driven marketing and includes all quantitative areas of marketing. This includes online advertising, email marketing (where conversion can be tightly measured), SEO/content marketing, viral marketing, and funnel optimization. Growth marketing includes demand generation or lead generation, but also encompasses converting leads to customers once they've landed on your website.
Growth marketing focuses on moving a handful of key metrics (e.g., signups, logins, conversions) in an ROI-focused manner. Many growth tactics were famously pioneered at Facebook, but were really a response to a macro shift in ROI-based advertising (starting with Google), email marketing campaigns, and the more general rise of the internet as a marketing channel.
Social media marketing (Twitter, Facebook, Instagram, Snapchat) tends to fall under growth marketing or communications/PR in most technology organizations.",High Growth Handbook,Elad Gil
"Marketing, PR, communications, growth and your brand|Product marketing|Product marketing (sometimes just ""marketing"" without a prefix word) is the canonical, old-school technology marketing discipline. This includes things like customer testimonials, feature requests, user testing and interviews, competitor analysis, collateral generation, and case studies. In the olden days (1970s and 1980s), product marketing and product management tended to be two sides of the same discipline, but this diverged over time.",High Growth Handbook,Elad Gil
"Marketing, PR, communications, growth and your brand|Brand marketing|Brand marketing is focused on the squishier side of marketing: brand awareness and perception, logos, and other design elements. It is the Nike swoosh--but more than that, it's about causing widespread association of Nike with not only the swoosh, but the attributes of athleticism and perseverance in popular culture.
All marketing efforts ultimately contribute to the company brand.",High Growth Handbook,Elad Gil
"Hiring marketing and PR teams|Marketing organization structure|As you can imagine, there are large differences between most hires for a growth marketing role (quantitative, numbers driven) and PR (media relations, focus on the pitch, relationship building, telling a story). For example, for a growth marketing role you will likely look for a numbers-driven quantitative marketer. In contrast, a communications hire will focus on storytelling, positioning, and process management.",High Growth Handbook,Elad Gil
"Hiring marketing and PR teams|Marketing organization structure|Like all organization decisions, there's no right answer about which executive the marketing team should report into. Making the decision is an exercise in pragmatism. In enterprise or sales-heavy companies, marketing may report into sales, product, the COO, or directly to the CEO. Marketing may be matrixed across different lines of business, or directly into each business unit. Sometimes product marketing will report into product management while PR and branding will report into another organization.
A recent trend has been to combine regulatory affairs or lobbying with PR and communications. regulatory affairs is also often found under your legal team, proving again that organizational structure is an exercise in pragmatism.
Given the code driven aspects of growth marketing, some parts of the growth marketing team may consist of engineers reporting into an engineering group versus a marketing org.
Eventually, as your company scales you might find it advantageous to have PR and branding report to a single person who may (or may not) also own product marketing and growth marketing.",High Growth Handbook,Elad Gil
"PR Basics|Get media trained|In the early days your company will be too small and have too little timely news to merit a full-time PR person. As the company grows, you will hire one or more PR people in house, and will often augment the in-house work with an agency.
Here are some simple basics to get you started on PR. Your internal PR team or your agency should start things off by media training you and any other members of your team who will be officially representing the company and/ or speaking to press. Media training will include definition of key terms (What does ""off the record"" mean versus ""on background?""), what you can expect during different types of interviews (broadcast, in-person, phone, video, etc.), as well as practice sessions primarily focused on answering tough questions. You should practice the storyline for your company and be able to answer questions about your products, your competitors, and yourself concisely. In general, you and your cofounders will be encouraged to have a founding narrative about the company and a personal explanation for why you are working on your company. Media training will also focus on things like how to answer a question other than the one you were asked (if needed).",High Growth Handbook,Elad Gil
"PR Basics|On background versus off the record versus on the record|Practice, practice, practice. Imagine that you are an actor in a play. Read through your narrative and practice your storyline. Your PR team or executive team can help you practice objection handling, fielding tough questions, and delivering the core company story. Repeat it until you have a crisp story memorized. At the same time, remember that authenticity is key. Reporters will know if you're reading from a script and it'll come across as less genuine, which can sometimes be a credibility killer. If you are on the phone with press, it is okay to have a written document in front of you to remind you of key talking points. When talking to press, you should specify the nature of the conversation and get agreement from the reporter on the terms. This is typically something your PR person will work out in advance with the reporter, and also reconfirm at the start of the call. If there is not agreement, you should assume everything you say is on the record. The general breakouts are:",High Growth Handbook,Elad Gil
"PR Basics|Correcting factual errors|In order to maintain independence and journalistic integrity, reporters are not always willing to run a story by you before it's published. If the press has made an error in fact (versus opinion) it is okay to reach out to the journalist when the story runs to correct the factual error. Factual error means things like ""they misunderstood a scientific fact"" or ""they got the name of the product wrong."" Factual error does not mean ""they hate my product"" or ""they didn't understand its value.""
Given how hard people work on their companies, CEOs may get emotional or upset about press coverage. Realize that most of the press coverage will be forgotten in the future, and most companies have had a bad story or two (or ten) at some point or another.",High Growth Handbook,Elad Gil
"PR Basics|Press agendas|Most people in the press are hard-working, ethical people trying to do the right thing. Occasionally you will also run across someone who has an agenda. No matter what you tell them, they will write the story the way they want it to fit a predefined narrative and they will massage facts.
It is a good idea to read a journalist's previous stories before speaking with them. If they have a long history of writing thoughtless attack pieces, you should decide how much you want to engage or talk with them.
One upside of working with a PR person internally or an agency externally is that they have great insight into how reporters work, how they're generally perceived in the industry, and what you can expect when meeting with them.",High Growth Handbook,Elad Gil
"PR Basics|Press relationship building|The PR community is a small one. There are only a few dozen truly great PR people in technology at any given time. They all tend to cluster at a handful of companies and all know each other. The best way to find a great PR person is to ask other PR people, agencies, and journalists who they respect the most and who does the best work, and then go after those people. Sometimes, you can also hire a great partner-level person out of a PR agency. In the early days, it will take an investment of time to build relationships with key members of the press. This may include reaching out with articles unrelated to your company that may interest the journalist, or meeting for coffee to discuss the industry without other agendas. It is important to invest in these relationships and avoid transactional behavior. This will increase the likelihood your company will get covered.
As your company scales, building these relationships will continue to be important. However, as CEO you should be judicious with your time. Figure out what other members of your executive team you want to be spokespersons, and start to have them take the lead on some of the press relationships.",High Growth Handbook,Elad Gil
"PR Basics|Engage PR early|It often takes 4-10 weeks for a company to coordinate a big PR launch--more if you are just onboarding a new PR agency or your existing agency isn't up to speed on the new product yet. Don't wait for the week before the launch to let your PR team or agency know what is coming. Just like design, product communications should be part of the product launch timing from early in the process rather than being an afterthought. Some companies like Amazon go through the exercise of writing the product ""headline"" at the stage of product conception. For example, when writing a design document, you might think through what the press story on the product will be when it launches. This helps to shape crisp thinking about what you are building and why.",High Growth Handbook,Elad Gil
"PR Basics|Press does not equal success|While getting positive press coverage will get you a lot of attention from friends and family (and maybe some famous people), it is not a reflection of company success. Profitable, scalable revenue is a much more important metric. For most companies, PR is also not a way to get recurring distribution. Don't confuse press coverage with traction and remember to focus on the core metrics of the company. And do not think that a good press cycle can cover up a bad business decision.",High Growth Handbook,Elad Gil
"PR Basics|Get media trained|In the early days your company will be too small and have too little timely news to merit a full-time PR person. As the company grows, you will hire one or more PR people in house, and will often augment the in-house work with an agency.
Here are some simple basics to get you started on PR.",High Growth Handbook,Elad Gil
"PR Basics|Press does not equal success|In the early days your company will be too small and have too little timely news to merit a full-time PR person. As the company grows, you will hire one or more PR people in house, and will often augment the in-house work with an agency.
Here are some simple basics to get you started on PR.",High Growth Handbook,Elad Gil
"Product management overview|What do product managers do?|Great product management organizations help a company set product vision and road maps, establish goals and strategy, and drive execution on each product throughout its lifecycle. 1
Bad product management organizations, in contrast, largely function as project management groups, running schedules and tidying up documents for engineers.
To build a great product organization you need to first understand the role of the product manager. Secondly, you need to hire individuals with the right skill sets, including a strong VP of product. Finally, establish a simple set of processes to enable the product organization and help the company scale its product development.",High Growth Handbook,Elad Gil
"Product management overview|What do product managers do?|At a high level, a product manager (PM) is the single cross-functional owner directly responsible for the success of a product. Some pundits call PMs the ""general manager of the product"" or ""CEO of the product."" In reality, a product manager is the directly responsible individual for a product--they have all the responsibility for the product's success but often lack the direct line reporting of the other functions.
Product managers are responsible for:
1. Product strategy and vision. What is the goal of the product? Who is the customer? What are the primary features and use cases? How do we define success and what metrics can we use to track the product? What are the competitive dynamics and how should we position the product against competitors? How will the product differentiate? What are some key distribution channels? What is the business model for the product? How should we price the product? The product manager will work with many other functions (design, marketing, sales, engineering, data science, etc.) to answer the questions above, but should ultimately be in charge of asking and answering these questions.
The product strategy and vision should also reflect the voice of the customer. The product manager should be on top of incorporating user input and feedback into the product lifecycle.
2. Product prioritization & problem solving. Product managers ""own"" the product road map and are responsible for ensuring it has the right set of trade-offs. Tactical aspects of this include: writing and receiving feedback on PRDs (product requirement documents), organizing/directing product road mapping sessions, working with all the functions mentioned above, and making trade-offs on features versus impact and work needed. Crisp product requirement documents can make a world of difference in driving concise agreement on, and execution of, the product. PRDs should clearly articulate primary features and product needs.
""Crisp product requirement documents can make a world of difference in driving concise agreement on, and execution of, the product. PRDs should clearly articulate primary features and product needs.""
- Elad Gil
These responsibilities require a PM to be data- and customer-driven. Defining the right metrics, getting agreement on them, and then tracking them enables more alignment on product priorities. The more technical the product manager, the more likely they are able to analyze the data needed to make crucial trade-offs. In parallel, the product manager should strive to understand customer needs and then make trade-offs versus relative to engineering cost or business impact.
Product managers will also spend time problem-solving aspects of the product or its development. For example, how could the product be tweaked or changed to avoid a legal or regulatory issue? How could features be modified to address a competitive or pricing concern from sales?
Note: product managers will not work on this alone. Building a product, and solving related problems is a team effort. PMs will coordinate with engineering (technical constraints and feature ideas), design, data science, marketing, sales, support, legal (regulatory issues), and other functions. However, the ultimate role of product management is making or suggesting trade-offs between the pristine, platonic ideal of beauty that the design team wants, the technical pizzazz engineering desires, the ""just give me some shit I can sell"" of sales, and the ""this may be risky"" of legal (these examples are all purposefully exaggerated).
3. Execution: timelines, resources, and removal of obstacles.",High Growth Handbook,Elad Gil
"Product management overview|What do product managers do?|As part of driving the success of a product, product managers should work closely with engineering to set and hit goals on time. Often the biggest ways a product manager can help the team hit goals includes (a) lobbying for resources or attention from engineering, design, and other functions, (b) removing or prioritizing features and providing a clear road map for execution, (c) asking ""stupid"" questions to see if it is possible for each function to reduce timelines or remove unneeded features or work, and (d) pushing back on extraneous requests, whether those are internal (design, sales, etc.) or external (customers, partners).
Many people associate product execution as something that ends when you launch a product. In reality there is ongoing product maintenance, feature iteration, and eventually the sunsetting or killing of a product. Deprecating a product can be an art in its own right as you transition customers off, deal with pricing changes, or other issues that may cause customer backlash.
It is important to note that product managers are not project managers--i.e. a PM's primary job is not just running a schedule.
4. Communication and coordination (overlays all of the above). Product managers should organize and communicate team status, progress, obstacles, and functional sequencing to the rest of the organization. This may include driving (or co-driving with engineering) weekly team status meetings, product reviews with the leadership team, and communicating launch or other timelines across the organization.
Often the hardest part of the communication is communicating the ""why"" behind the product road map, prioritization, and sequencing. Part of this will be creating a framework that establishes why some things are prioritized higher than others--and it's important that all other functions buy into this framework.
Ultimately, product management will collaborate closely with, and at times have a natural (collaborative) tension with, engineering, design, and sales. Engineering will feel that since they are building everything, they should have the power to make product decisions. Design will think product management is redundant with design (these are very different functions,) and sales will wonder why product can't ship faster and why the PM is always trying to keep sales people away from engineers (it is so engineers can focus on building the product without spending all their time on one-off sales requests).
Product managers should also function as the ""buffer"" or shield that protects engineers and designers from other internal and external parties. Sales and marketing people will always want to meet engineers directly to lobby for their favorite features, while customers will want to have a conversation directly with engineering. Product management should be a smart buffer for these interactions and consolidate all input and questions into a weekly internal team meeting, or the PM can act as the primary point of contact for sales. This will prevent sales, marketing, and other organizations from draining too much engineering and design time. That said, sometimes the best way to convince an engineer of a customer need is to put her in front of a customer. Hearing customer feedback first-hand can often change minds or shape a great brainstorm or problem-solving session.",High Growth Handbook,Elad Gil
