quoteText,bookTitle,bookAuthor,tags
"What advice would you give to a smart, driven college student about to enter the “real world”? What advice should they ignore? Embrace the suck for a while. Chances are your first job is going to stink and your living conditions won’t be much better. Enjoy the scrappy years, ’cuz they’ll make you self-sufficient way faster. Ignore anyone who tells you to go for security over experience.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Many people feel that when they are overwhelmed or lose focus, they need to retreat into themselves and shut out the world. They think that there is greater merit and virtue in figuring things out alone. That doesn’t work for me. I find myself, and activate my greatest creative capacities, in relationship with the beautiful diversity of other human beings.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"That cliché you ignored like a throwaway fortune cookie? Suddenly it makes sense and moves mountains. Conversely, things you initially found enlightening might run their course, like a wonderful high school coach who needs to hand you off to a college coach for you to reach the next level.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"All courses of action are risky, so prudence is not in avoiding danger (it’s impossible), but calculating risk and acting decisively. Make mistakes of ambition and not mistakes of sloth. Develop the strength to do bold things, not the strength to suffer.” –Niccolò Machiavelli 16th-century Italian philosopher, dubbed “the father of modern political science,” author of The Prince",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"This doesn’t mean you ignore planning. I encourage you to make huge, ambitious plans. Just remember that the big-beyond-belief things are accomplished when you deconstruct them into the smallest possible pieces and focus on each “moment of impact,” one step at a time.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Note that criticism is not failure. If you’re not being criticized, you’re probably not doing anything exceptional.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Here are my 11 favorite poems to read when I am feeling depressed (11 is the master power number): “The Fish” by Elizabeth Bishop “Leaving One” by Ralph Angel “A Cat in an Empty Apartment” by Wisława Szymborska “Apples” by Deborah Digges “Michiko Nogami (1946–1982)” by Jack Gilbert “Eating Alone” by Li-Young Lee “The Potter” by Peter Levitt “Black Dog, Red Dog” by Stephen Dobyns “The Word” by Mark Cox “Death” by Maurycy Szymel “This” by Czeslaw Milosz",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Chapter One I walk down the street. There is a deep hole in the sidewalk. I fall in. I am lost . . . I am helpless. It isn’t my fault. It takes forever to find a way out. Chapter Two I walk down the same street. There is a deep hole in the sidewalk. I pretend I don’t see it. I fall in again. I can’t believe I am in this same place. But it isn’t my fault. It still takes a long time to get out. Chapter Three I walk down the same street. There is a deep hole in the sidewalk. I see it is there. I still fall in . . . it’s a habit . . . but, my eyes are open. I know where I am. It is my fault. I get out immediately. Chapter Four I walk down the same street. There is a deep hole in the sidewalk. I walk around it. Chapter Five I walk down another street.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"You are the author of your own life, and it’s never too late to replace the stories you tell yourself and the world. It’s never too late to begin a new chapter, add a surprise twist, or change genres entirely.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is one of the best or most worthwhile investments you’ve ever made? “If I accept you as you are, I make you worse; however, if I treat you as though you are what you are capable of becoming I help you become that.”—Johann Wolfgang von Goethe",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"If I accept you as you are, I make you worse; however, if I treat you as though you are what you are capable of becoming I help you become that.”—Johann Wolfgang von Goethe",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is an unusual habit or an absurd thing that you love? The really ridiculous thing, which I find totally life-changing is, at little pauses in our life, or when we need rejuvenation, I call [my wife] Elaine, and we sit or stand, and revisit a moment in our past by watching a music video on YouTube. It’s an extraordinary thing. If Proust had had YouTube, he wouldn’t have had to write À la recherche du temps perdu, because thanks to it, none of our past is ever lost. We can revisit it any time we like. There is our Back to the Future, there is our little piece of personal time travel, back to a time and a place earlier in our life that is rich in emotion, and it’s magically easy to do, and it takes almost no time at all.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"The moment I start one of these three behaviors—blaming, complaining, or gossiping—I become negative. It is a sign of avoiding what I am responsible for: my life.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Julia is the co-founder of the Center for Applied Rationality, a nonprofit that runs workshops on improving reasoning and decision-making.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"When something goes badly, I don’t automatically assume I did something wrong. Instead I ask myself, “What policy was I following that produced this bad outcome, and do I still expect that policy to give the best results overall, occasional bad outcomes notwithstanding?” If yes, then carry on!",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Ralph Waldo Emerson: “To laugh often and much; to win the respect of intelligent people and the affection of children . . . to leave the world a bit better . . . to know even one life has breathed easier because you have lived; this is to have succeeded.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"we think we understand the world, giving investors a false sense of confidence, when in fact we always more or less misunderstand it.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
So they believe the trend makes no sense. But what makes no sense is their model of the world. That’s what doesn’t make sense. The world always makes sense.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"When you feel overwhelmed or unfocused, what do you do? What questions do you ask yourself? Have I had enough sleep? Have I eaten? Would it be a good idea to go for a short walk? And once those have been answered, or fixed, if there’s an actual situation that’s overwhelming: Is there anything I can do to fix this? Is there anyone who actually has information or advice about this I can call and talk to? If it’s not actually a situation, just me being sad and moody and unfocused: How long has it been since I actually wrote something? Stop doing whatever else I am doing because it isn’t actually work, and go and write something.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"I used to resent obstacles along the path, thinking, “If only that hadn’t happened life would be so good.” Then I suddenly realized, life is the obstacles. There is no underlying path. Our role here is to get better at navigating those obstacles. I strive to find calm, measured responses and to see hindrances as a chance to problem-solve. Often I fall back into old frustrations, but if I remind myself, this is a chance to step up, I can reframe conflicts as a chance to experiment with solutions.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"therapy for a condition called codependence, which is a neural wiring issue that tricks me into being unable to tolerate the discomfort, or perceived discomfort, of others.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
I look at every failure as a learning experience and try to spend time with my failures. I stew on them for a while until I pick out some nugget from them that I can take forward.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
hormone replacement therapy (HRT) for both men and women,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"A man is rich in proportion to the number of things he can afford to let alone.” –Henry David Thoreau American essayist and philosopher, author of Walden “What gets measured gets managed.” –Peter Drucker Considered “the founder of modern management,” author of The Effective Executive “Morality is simply the attitude we adopt towards people we personally dislike.” –Oscar Wilde Irish writer, author of The Picture of Dorian Gray",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"The privilege of a lifetime is being who you are.” –Joseph Campbell American mythologist and writer, known for The Hero with a Thousand Faces",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
That’s the underlying philosophy of Aoki Bootcamp:,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"The realization that the best way to get things done is to let go. Here’s the thing. . . . It’s often the case that people want to help you or work with you. But they can’t if you insist on holding on to tight control. The more you let go, the more people will surprise you.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Absurdism is unreasonably effective because it apparently has very little to do with any setting in particular, but still (I claim) ends up useful in practice in lots of settings. This is especially noticeable to me when I am at a loss for what to do. Take depression, for example. I find that my depression is usually born from intentions that I have, but for some reason cannot (or do not, perhaps for lack of motivation) bear them out. And when I’m struggling in the absurd, I do my best to give up. I often decide to do something, or a whole pile of somethings, then beat myself up for not doing it. It turns out that I often beat myself up to the point of depression for not doing it. I get depressed just because I am not doing what I think I",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Everything you want is on the other side of fear.” Stephanie McMahon,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Surely You’re Joking, Mr. Feynman! by Richard P. Feynman",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
The fundamental cause of the trouble is that in the modern world the stupid are cocksure while the intelligent are full of doubt.”—Bertrand Russell,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
I decided a long time ago that I would only bet on myself.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
I remembered that actually I had always wanted to be a writer. So I started writing that very evening.” Susan Cain,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"I took the shot.” It was invigorating, even exciting. “Hey, when all the chips were on the line, you didn’t leave your future up to others, YOU TOOK YOUR SHOT.” Instantly I felt free and in control.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Happiness, or at least peace, is the sense that nothing is missing in this moment. No desires running amok. It’s okay to have a desire. But pick a big one and pick it carefully. Drop the small ones.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"The truth is that you need the success of everyone in your field in order to achieve your own success. Creativity operates differently. You work hard because you’re inspired to, not because you have to. Work becomes fun, and you have energy for days because this life is not a “young man’s game.” It is an “inspired person’s game.” The keys belong to whoever is inspired, and no specific age, sex, gender, or cultural background has a monopoly on inspiration. When you’re creative, you render competition obsolete, because there is only one you, and no one can do things exactly the way you do. Never worry about the competition. When you’re creative, you can, in fact, cheer others on with the full knowledge that their success will undoubtedly be your own.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"One approach I use is imaginary great-grandchildren. I talk to them all the time. I ask them about decisions and relationships and whether or not to continue them. They tend to speak loud and clear. “Grandpa, you shouldn’t do this, or you need to leave these people alone because we will be affected negatively, or worse, we won’t exist.” Those moments show me that this whole thing is bigger than me. It’s the realization that there is a “will to pleasure,” a “will to power” and, in the words of Viktor Frankl, a “will to meaning.” You won’t take a bullet for pleasure or power, but you will for meaning.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"When they’re told that some people or ideas are wrong, hateful, or offensive, a light bulb should go off in their heads. That is the moment their curiosity should be piqued to find out for themselves whether it is indeed a “bad” thing. Adopting an attitude of critical thinking is most crucial in learning anything. Many students come to me full of wonderful intentions hoping to change the world; they plan to spend their time helping the poor and disadvantaged. I tell them to first graduate and make a lot of money, and only then figure out how best to help those in need. Too often students can’t meaningfully help the disadvantaged now, even if it makes them feel good for trying to.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"You are the author of your own life, and it’s never too late to replace the stories you tell yourself and the world.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"First, whenever possible, connect with others. Second, with enthusiasm, strive always to create fun and delight for others. And third, lean into each moment and encounter expecting magic—or miracles.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
As soon as I stopped fixating on the destination—where I wanted to hit the ball—and instead focused on what was in front of me—the point of impact—everything began to work.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"But what happens if we frame things in terms of elegance instead of strain? Sometimes, we find incredible results with ease instead of stress. Sometimes, we “solve” the problem by completely reframing it.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Now I know that parenting is also one way to stay young.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
For every major event in my life—everything from races to job changes to breakups—I assign a song.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
The stupidity of people comes from having an answer for everything. The wisdom of the novel comes from having a question for everything.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"First, let us take a quick pass of the 11 questions. Some of them might seem trite or useless at first glance. . . . But lo! Things are not always what they appear. What is the book (or books) you’ve given most as a gift, and why? Or what are one to three books that have greatly influenced your life? What purchase of $100 or less has most positively impacted your life in the last six months (or in recent memory)? My readers love specifics like brand and model, where you found it, etc. How has a failure, or apparent failure, set you up for later success? Do you have a “favorite failure” of yours? If you could have a gigantic billboard anywhere with anything on it—metaphorically speaking, getting a message out to millions or billions—what would it say and why? It could be a few words or a paragraph. (If helpful, it can be someone else’s quote: Are there any quotes you think of often or live your life by?) What is one of the best or most worthwhile investments you’ve ever made? (Could be an investment of money, time, energy, etc.) What is an unusual habit or an absurd thing that you love? In the last five years, what new belief, behavior, or habit has most improved your life? What advice would you give to a smart, driven college student about to enter the “real world”? What advice should they ignore? What are bad recommendations you hear in your profession or area of expertise? In the last five years, what have you become better at saying no to (distractions, invitations, etc.)? What new realizations and/or approaches helped? Any other tips? When you feel overwhelmed or unfocused, or have lost your focus temporarily, what do you do? (If helpful: What questions do you ask yourself?)",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"In the last five years, what new belief, behavior, or habit has most improved your life?",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
what if I asked 100+ brilliant people the very questions I want to answer for myself? Or somehow got them to guide me in the right direction?,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"These are questions I tell my students to ask themselves as they set out on their path in the “real” world: Am I spending enough time on looking for, finding, and working toward winning a great job? Am I constantly refining and improving my skills? What can I continue to get better and more competitive at? Do I believe that I am working harder than everyone else? If not, what else can I be doing? What are the people who are competing with me doing that I am not doing? Am I doing everything I can—every single day—to stay in “career shape”? If not, what else should I be doing? One piece of advice I think they should ignore is the value of being a “people person.” No one cares if you are a people person. Have a point of view, and share it meaningfully, thoughtfully, and with conviction.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"if my billboard were in Marin County (or another big cycling destination) it would just say, “When my legs hurt, I say, ‘Shut up, legs! Do what I tell you to do!’” This gem is from Jens Voigt, a legendary cyclist who is famous for his willingness to work extra hard for his team, no matter how fatigued or injured. Building a startup is very much an endurance sport, and cycling never fails to provide an inspirational anecdote, quote, or metaphor. Another Voigt favorite is, “If it hurts me, it must hurt the other ones twice as much.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"If I have nothing positive to say, I don’t say anything.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
My advice is to choose a profession that is really easy for you to do and that also allows you to be creative.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"After 35 years old, no matter what we do, we’ll get worse. Deterioration is automatic in the process of aging,",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"You have to lift off the back foot while taking a step forward, or you will not be able to move ahead.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Primed Mind, a mindset coaching app, which helps you experience the same visualization and goal-setting techniques used to train the world’s most notable poker phenoms.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Everyone has their own journey. People who offer great advice understand that their goal is to help someone on their unique journey. People who offer bad advice are trying to relive their old glories.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Live the questions so that, one day, you will live yourself into the answers.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"People look for retreats for themselves, in the country, by the coast, or in the hills. There is nowhere that a person can find a more peaceful and trouble-free retreat than in his own mind. . . . So constantly give yourself this retreat, and renew yourself.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Morality is simply the attitude we adopt towards people we personally dislike.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"A good general strategy is reasoning counterfactually: if someone tells you that X is true, ask yourself—(i) what would they say if X really is true, and (ii) what would they say if X is false? If the answer to (i) and (ii) is “they will say roughly what they just said now,” then their words provided you with exactly zero information. In general, know when it’s really important not to take people’s words at 100 percent face value.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is the book (or books) you’ve given most as a gift, and why? Or what are one to three books that have greatly influenced your life? Man’s Search for Meaning by Viktor E. Frankl. He introduces the insights that he learned from surviving imprisonment in a Nazi concentration camp. He outlines methods to discover deep meaning and purpose in life. The Tao Te Ching by Lao Tzu. His 81 Zen teachings are the foundation for the religion of Taoism, aimed at understanding “the way of virtues.” Lao Tzu’s depth of teachings are complicated to decode and provide foundations for wisdom. Mind Gym by Gary Mack is a book that strips down the esoteric nature of applied sport psychology. Gary introduces a variety of mindset training principles and makes them extremely easy to understand and practice. What purchase of $ 100 or less has most positively impacted your life in the last six months (or in recent memory)? A book for my son: Inch and Miles, written by coach John Wooden. We read it together on a regular basis. The joy that I get from hearing him understand Coach Wooden’s insights is fantastically rewarding.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"The best way I can describe the feeling is a Finnish word, “sisu”—the mental strength to continue to try even after you feel you’ve reached the limits of your abilities. I don’t think failure is sometimes part of the process—it always is. When you feel you can’t go on, know that you’re just getting started.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Losing faith in my bosses and elders made me independent and an adult.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
And specialize—the great human achievement is to specialize as a producer of goods or services so that you can diversify as a consumer. Self-sufficiency is another word for poverty.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"I wake up each day with the firm conviction that I am nowhere near my full potential. ‘Greatness’ is a verb.” These words came to me one morning in a flash of awareness and insight. I have miles to go before I sleep, and so I will spend my remaining years desperately looking to improve who I am from year to year. Greatness is not a final destination, but a series of small acts done daily in order to constantly rejuvenate and refresh our skills in a daily effort to become a better version of ourselves.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"When 99 percent of your life is your work, either you are really bad at what you do or you are completely off balance with the rest of your life; neither is something to be proud of. Anytime you see someone preaching, remember that this is smoke and mirrors.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"A good general strategy is reasoning counterfactually: if someone tells you that X is true, ask yourself—(i) what would they say if X really is true, and (ii) what would they say if X is false? If the answer to (i) and (ii) is “they will say roughly what they just said now,” then their words provided you with exactly zero information.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is the book (or books) you’ve given most as a gift, and why? Or what are one to three books that have greatly influenced your life? Hands down, The War of Art by Steven Pressfield. This book has a magical, activating quality to it. It’s the essential no-bullshit guide for anyone who battles self-doubt or struggles to bring any important project to life. I reread it in full at least once a year. But it’s also the kind of book that you can flip to any page, read the passage, and find the exact jolt of inspiration you need to move ahead.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"and forward thinker. Genome, The Red Queen, The Origins of Virtue, The Rational Optimist—they’re all great.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Instead, Dani declared that courage was more important than confidence. When you are operating out of courage, you are saying that no matter how you feel about yourself or your opportunities or the outcome, you are going to take a risk and take a step toward what you want. You are not waiting for the confidence to mysteriously arrive. I now believe that confidence is achieved through repeated success at any endeavor. The more you practice doing something, the better you will get at it, and your confidence will grow over time.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Endings don’t have to be failures, especially when you choose to end a project or shut down a business. . . . Even the best gigs don’t last forever. Nor should they.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
instead they give me a new approach to thinking about the question so that I can solve it better on my own. Most “bad” recommendations,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"YOU TOOK YOUR SHOT.” Instantly I felt free and in control. I knew from then on that I could have the courage to fail on my own terms. From that moment, I decided that if I was going to succeed or fail, it was going to be up to me. I was changed forever.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Usually, the answer is, “You can die.” Then I answer back, “I’d rather die doing something I feel is great and amazing rather than be safe and comfortable living a life I hate.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is the book (or books) you’ve given most as a gift, and why? Or what are one to three books that have greatly influenced your life? The 15 Commitments of Conscious Leadership by Jim Dethmer and Diana Chapman. Though most people will typically blame other people or circumstances in their life when they are unhappy, Buddhists believe that we are the cause of our own suffering. We can’t control the fact that bad things are going to happen, but it’s how we react to them that really matters, and that we can learn to control. Even if you don’t accept that this is true in all cases, giving it consideration in moments of unhappiness or anxiety will often give you a new perspective and allow you to relax your grip on a negative story. This book is an approachable manual for how to do that tactically, and the lessons it teaches have transformed the way I engage with difficult situations and thus reduced the suffering I experience in big and small ways. Though it is written with leaders in mind, I find myself recommending it to everyone, and we give it to every new employee at Asana.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Life will go faster than you know. It will be tempting to live a life that impresses others.,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"If you could have a gigantic billboard anywhere with anything on it, what would it say and why? A single bottom line of profit motive no longer serves our interdependent world. We must move from a focus on shareholders to one on stakeholders, take a long-term view, and measure what matters, not just what we can count. That’s a lot easier to say than to do. So we created a manifesto at Acumen, a moral compass to guide our decisions and actions. It is an aspirational document, one I think about daily, though I don’t always live up to it. It is long for a billboard, but maybe if we put it in the right place and encouraged people to pause for just a moment, which in itself wouldn’t be so bad. Here it is: It starts by standing with the poor, listening to voices unheard, and recognizing potential where others see despair. It demands investing as a means, not an end, daring to go where markets have failed and aid has fallen short. It makes capital work for us, not control us. It thrives on moral imagination: the humility to see the world as it is, and the audacity to imagine the world as it could be. It’s having the ambition to learn at the edge, the wisdom to admit failure, and the courage to start again. It requires patience and kindness, resilience and grit: a hard-edged hope. It’s leadership that rejects complacency, breaks through bureaucracy, and challenges corruption. Doing what’s right, not what’s easy. It’s the radical idea of creating hope in a cynical world. Changing the way the world tackles poverty and building a world based on dignity. Or else, I might borrow Rilke’s gorgeous mantra to “Live the Questions,” which is a simple reminder to have the moral courage to live in the gray, sit with uncertainty but not in a passive way. Live the questions so that, one day, you will live yourself into the answers. . . . What advice would you give to a smart, driven college student about to enter the “real world”? Don’t worry all that much about your first job. Just start, and let the work teach you. With every step, you will discover more about who you want to be and what you want to do. If you wait for the perfect and keep all of your options open, you might end up with nothing but options. So start.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
Man’s Search for Meaning by Viktor E. Frankl The Rational Optimist by Matt Ridley The Better Angels of Our Nature by Steven Pinker Sapiens by Yuval Noah Harari Poor Charlie’s Almanack by Charlie Munger,Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What advice would you give to a smart, driven college student about to enter the “real world”? Most of the game is about persistence. It is the most important trait. Sure, when you get an opportunity, you have to perform and you have to exceed beyond all expectations, but getting that chance is the hardest part. So keep the vision clear in your head and every day refuse all obstacles to get to the goal.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"In any field, there’s usually some kind of mythological reward you’re supposed to receive if everybody considers you a success. But in my experience, there’s a lot more honest joy to be had from taking pleasure in the work itself.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Rissa Kerguelen by F. M. Busby. I read this now largely forgotten science fiction book at about the time I was starting my company, and it influenced me deeply. One key idea is the role of entrepreneurship as a “subversive force.” In a world dominated by large companies, it is the smaller companies that keep freedom alive, with economics at least one of the battlegrounds. This book gave me the courage to submerge myself in the details of a fundamentally trivial business (technical writing and publishing) and to let go of my earlier hopes of writing deep books that would change the world. Those hopes came back around later. The other wonderful idea in this book is “the long view.” Well before the Long Now Foundation popularized the idea, Busby hinged his plot on the science fiction trope that in a world of near-light-speed travel, time passes more slowly for those at near-relativistic speed than for those left behind. The characters must set events in motion and travel to meet up with them decades hence. That was also a useful framing as I set out to build a business that would allow me to affect the world of the future in ways that I couldn’t yet as a young entrepreneur.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"Life is not designed to hand us success or satisfaction, but rather to present us with challenges that make us grow.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"You have a lot less time than you think, and you’re not spending your time the way you think you are.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"You can do so much in ten minutes’ time. Ten minutes, once gone, are gone for good. Divide your life into ten-minute units and sacrifice as few of them as possible in meaningless activity.” –Ingvar Kamprad",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"When you feel you can’t go on, know that you’re just getting started.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is the book (or books) you’ve given most as a gift, and why? Or what are one to three books that have greatly influenced your life? When I give a book, I always try to find something that I loved, and most important, speaks to the person’s dreams, yearnings, or challenges they are facing. For friends who have faced or are facing cancer, I often give them The Emperor of All Maladies: A Biography of Cancer by Siddhartha Mukherjee, because this beautifully written book weaves together science and story so elegantly, and helped me understand cancer—the history, causes, and innovative treatment—when my son had cancer. For new cooks I give Mark Bittman’s How to Cook Everything because it delivers exactly what it promises! For New York City geeks—and I know a lot of them—I gave Nonstop Metropolis by Rebecca Solnit. For a great novel that I have read three times, Anna Karenina by Leo Tolstoy. For young women, I get The Second Sex by Simone de Beauvoir, which I read when I was studying in Paris. “One is not born, but rather becomes, a woman.” And for those who struggle with productivity and taking control of their lives, The 4-Hour Workweek, of course!",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"What is the book (or books) you’ve given most as a gift, and why? Or what are one to three books that have greatly influenced your life? Mastery by George Leonard. I first read this book 20 years ago, after reading Leonard’s Esquire article, the seed from which the book grew. Leonard wrote the book to share lessons from becoming an Aikido master teacher, despite starting practice at the advanced age of 47. I raced through its 170-plus pages in a state of almost feverish excitement, so strongly did it affirm our swimming method. The book helped me see swimming as an ideal vehicle for teaching the mastery habits and behaviors closely interwoven with our instruction in the physical techniques of swimming. I love this book because it is as good a guide as I’ve ever seen to a life well lived. A brief summary: Life is not designed to hand us success or satisfaction, but rather to present us with challenges that make us grow. Mastery is the mysterious process by which those challenges become progressively easier and more satisfying through practice. The key to that satisfaction is to reach the nirvana in which love of practice for its own sake (intrinsic) replaces the original goal (extrinsic) as our grail. The antithesis of mastery is the pursuit of quick fixes. My five steps to mastery: Choose a worthy and meaningful challenge. Seek a sensei or master teacher (like George Leonard) to help you establish the right path and priorities. Practice diligently, always striving to hone key skills and to progress incrementally toward new levels of competence. Love the plateau. All worthwhile progress occurs through brief, thrilling leaps forward followed by long stretches during which you feel you’re going nowhere. Though it seems as if we’re making no progress, we are turning new behaviors into habits. Learning continues at the cellular level . . . if you follow good practice principles. Mastery is a journey, not a destination. True masters never believe they have attained mastery. There is always more to be learned and greater skill to be developed.",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
"If you are distressed by anything external, the pain is not due to the thing itself, but to your estimate of it; and this you have the power to revoke at any moment.” –Marcus Aurelius Emperor of Rome and Stoic philosopher, author of Meditations",Tribe of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,[]
